Parameter,Value
Input Neurons,784
Hidden Neurons,[30]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.01
Accuracy,6338 / 10000

Epoch,Cost,Accuracy
16,5.765461257435853,5592
17,5.263256991059546,5834
18,4.601768423533066,6486
19,4.142024798185244,6861
20,4.338480055561285,6936
21,4.240645084573556,6895
22,4.128427874332298,7061
23,4.080784775502191,7039
24,4.215731524091286,7066
25,4.229739572115601,7088
26,4.007279058353767,7155
27,4.07669606775161,7095
28,4.140743253106281,7155
29,4.302483585427718,7097
30,4.377997597863668,7072

Input Neurons,784
Hidden Neurons,[10]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.01
Accuracy,6373 / 10000

Epoch,Cost,Accuracy
1,3.844942534060146,844
2,3.7696933447369845,1051
