Parameter,Value
Input Neurons,784
Hidden Neurons,[30]
Output Neurons,10
Epochs,10
Mini Batch Size,10
Learning Rate,0.1
Accuracy,7711 / 10000

8,1.6655516342437457,6704
9,1.8635902456732405,5870
10,1.8761184683751877,5953

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,10
Mini Batch Size,20
Learning Rate,0.1
Accuracy,7832 / 10000

Epoch,Cost,Accuracy
1,3.160344125883883,3577
2,2.648632934829757,4819
3,2.2101490095262166,5864
4,1.8943673544860702,6589
5,1.7236943493970807,6883
6,1.608603185348662,7222
7,1.4995729372200384,7327
8,1.4421261468962057,7507
9,1.3436014662008178,7730
10,1.3199666264858012,7832

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,10
Mini Batch Size,20
Learning Rate,0.3
Accuracy,7208 / 10000

Epoch,Cost,Accuracy
1,3.405380220906238,3963
2,2.353453813051232,4852
3,2.0222312788468866,5937
4,1.7211384507059067,6810
5,1.9732702473546813,6007
6,1.6379018544795836,6967
7,1.6207381839885084,6999
8,1.6211216750214865,7003
9,1.520008204918245,7072
10,1.4996636957660359,7208

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,20
Mini Batch Size,10
Learning Rate,0.1
Accuracy,8279 / 10000

Epoch,Cost,Accuracy
1,3.2644835958904164,4288
2,2.716962893005771,5275
3,1.9967537103185549,6229
4,1.6451002098519563,7019
5,1.5305447324190142,7272
6,1.437907060252882,7455
7,1.396896497840778,7534
8,1.3652181779046773,7646
9,1.321711591051255,7726
10,1.263169775755642,7817
11,1.4098490124004834,7354
12,1.1952545421546428,7893
13,1.1590582938494558,8042
14,1.1946131107602769,7894
15,1.152556931015938,7923
16,1.1907131353093172,7982
17,1.113605446354006,8063
18,1.057012898573633,8159
19,1.094728957018464,8114
20,1.0205578974221727,8279

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,20
Mini Batch Size,10
Learning Rate,0.3
Accuracy,7172 / 10000

Epoch,Cost,Accuracy
1,2.3582221207998013,4907
2,1.912844975617137,6108
3,1.7059976424186465,6617
4,1.9705377608176287,5835
5,2.0474616092186437,5625
6,1.9840163237616895,5434
7,1.9101732302799193,5944
8,1.8187659553868387,6128
9,1.6441000205911922,6622
10,1.8633841671820175,6082
11,1.7431735937801978,6377
12,1.6624177927314903,6706
13,1.5714930487104601,6857
14,1.6410089903278007,6696
15,1.5455970394639567,6921
16,1.6649692818607702,6603
17,1.8305708768060271,6034
18,1.91880878024927,5813
19,1.7661714564723372,6176
20,1.4990987034989312,7172

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,20
Mini Batch Size,20
Learning Rate,0.1
Accuracy,8345 / 10000

Epoch,Cost,Accuracy
1,3.84030139074506,2620
2,3.302608039914242,3789
3,2.830523818291686,4522
4,2.4469801368379014,5351
5,2.021632832288704,6053
6,1.6883250387913682,7004
7,1.6597462806399232,6905
8,1.4867510863678821,7348
9,1.407313523223661,7526
10,1.3751049826635353,7636
11,1.309509371393847,7770
12,1.2649492953185724,7845
13,1.2304396036317657,7909
14,1.1601970386058065,8057
15,1.2056549575687385,7968
16,1.123791220032789,8097
17,1.0876008656244103,8186
18,1.0489123189711687,8274
19,1.0353934995291065,8308
20,1.0336214220544269,8345

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,20
Mini Batch Size,20
Learning Rate,0.3
Accuracy,7808 / 10000

Epoch,Cost,Accuracy
1,2.3494426348326747,5392
2,1.9959977682162942,5992
3,1.7746307638129304,6565
4,1.6361117231496485,6893
5,1.5725850468600449,6996
6,1.4722726051249213,7388
7,1.495083553474254,7257
8,1.5156822161799812,7112
9,1.5055622494966223,7138
10,1.3796627027290504,7420
11,1.5098010532744566,7133
12,1.3972220211731963,7432
13,1.3182597857182667,7583
14,1.3946880650369229,7483
15,1.2730213019139878,7697
16,1.253478371728967,7812
17,1.4414073775150402,7320
18,1.3573730227905485,7647
19,1.3063824492245397,7667
20,1.2467454169579717,7808

