0,1,2
30,0.06442278447647248,4862

Input Neurons,784
Hidden Neurons,[10]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.0005
Accuracy,7370 / 10000

Epoch,Cost,Accuracy
1,0.05160434701502313,7070
2,0.04135758483989431,7415
3,0.03908058364024345,7430
4,0.03749790131555949,7444
5,0.0367518386897306,7447
6,0.03630665444410482,7467
7,0.03621517525458029,7457
8,0.03516772584257424,7471
9,0.03546498063782762,7480
10,0.035364989578360435,7487
11,0.03550237654584236,7463
12,0.03570643438348545,7424
13,0.036945430194443206,7326
14,0.036359101347682665,7405
15,0.03690478896900975,7376
16,0.037852220848266185,7408
17,0.038341646724286776,7326
18,0.037049665387624026,7413
19,0.03841905359743867,7448
20,0.038809938643815406,7370
21,0.03700171880557551,7408
22,0.03723892500412433,7424
23,0.038034780079024375,7392
24,0.03729691214847622,7386
25,0.03954009937166851,7427
26,0.03788669444250412,7404
27,0.03929755702648174,7423
28,0.03791943030787477,7409
29,0.037075717495550206,7358
30,0.03702943065304721,7370

Input Neurons,784
Hidden Neurons,[10]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.001
Accuracy,6886 / 10000

Epoch,Cost,Accuracy
1,0.06161530870800278,4617
2,0.06092301978457648,4646
3,0.058059675016220315,5487
4,0.053531053693630114,5488
5,0.05436068134576724,5537
6,0.05456966824313673,5609
7,0.05190218207556289,6515
8,0.04231818212786001,7105
9,0.04273834338635056,7237
10,0.040810966322731394,7239
11,0.04132646416973396,7213
12,0.04480490262907474,7067
13,0.03965281802900577,7273
14,0.046640748638622415,7270
15,0.04432711193468423,7143
16,0.03998306831286992,7300
17,0.03928202842197241,7636
18,0.03972375276132801,7734
19,0.042321916999409306,7651
20,0.041862830193731236,7580
21,0.042772477370555353,7713
22,0.04328243109094267,7667
23,0.04666342177648019,7368
24,0.04752611406486256,7440
25,0.045253744012526534,7573
26,0.04971556708905652,7579
27,0.04756128374870999,7364
28,0.04980001765919936,7194
29,0.04805650302188583,7044
30,0.051585869574150345,6886

Input Neurons,784
Hidden Neurons,[10]
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.0005
Accuracy,5472 / 10000

Epoch,Cost,Accuracy
1,0.08444254623032423,3546
2,0.08259486773803365,3530
3,0.07794929036006604,3798
4,0.07693665599927775,3856
5,0.07588251783741594,3920
6,0.07521704583426705,3966
7,0.0744281009544343,4030
8,0.07377332349881396,4076
9,0.07323859634764042,4129
10,0.07278533036745945,4175
11,0.07229547743444058,4254
12,0.0700693652540801,4893
13,0.06914141362800709,5005
14,0.06791990657515441,5039
15,0.06572434184136042,5104
16,0.06460926816703992,5169
17,0.06414829819514466,5201
18,0.06373750085418892,5217
19,0.06346894833028448,5243
20,0.06322759339108895,5269
21,0.06293364354530574,5292
22,0.06268105772516637,5313
23,0.06244491926748347,5347
24,0.062260149316843975,5366
25,0.06208566756004994,5377
26,0.06194679827226355,5388
27,0.061770131834452686,5401
28,0.061554885777866004,5428
29,0.0613833450607827,5451
30,0.06116487401641996,5472

Input Neurons,784
Hidden Neurons,[10]
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.001
Accuracy,5712 / 10000

Epoch,Cost,Accuracy
1,0.07320799968114225,4111
2,0.0595660734486137,5304
3,0.05474754012549099,5489
4,0.053277686463121296,5579
5,0.052557363187343664,5594
6,0.05193581020589209,5633
7,0.05160216656140222,5638
8,0.0512488267264343,5659
9,0.05097631643918464,5675
10,0.05074879322249482,5690
11,0.05069567032701199,5693
12,0.05063239218827938,5679
13,0.050498039826860665,5684
14,0.0502938473595382,5703
15,0.050284767423002814,5703
16,0.05015256040813454,5711
17,0.05002068982238475,5712
18,0.04994064070826536,5701
19,0.04989492071104035,5709
20,0.04995587232171997,5704
21,0.04988568672996123,5700
22,0.04982796796273914,5700
23,0.049694378686460774,5704
24,0.04968596097772375,5713
25,0.0497747031083352,5713
26,0.04985331231209855,5698
27,0.04965368114763447,5706
28,0.04962428093559087,5715
29,0.049672574098011936,5703
30,0.04963418284346351,5712

Input Neurons,784
Hidden Neurons,[30]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.0005
Accuracy,4871 / 10000

Epoch,Cost,Accuracy
1,0.07274886244532758,3067
2,0.06732256037035843,3755
3,0.05879779765898099,4728
4,0.057040384288976446,4800
5,0.05696940443057835,4783
6,0.056085297537268174,4832
7,0.05569675672883197,4835
8,0.05539517059326906,4814
9,0.05517301437761778,4845
10,0.054925681531716584,4848
11,0.05502210813019139,4834
12,0.05480874329659229,4863
13,0.054609061726658636,4851
14,0.05434389738304419,4865
15,0.054194635966528924,4881
16,0.054266063045375686,4886
17,0.05392266602573561,4889
18,0.05401571335946466,4883
19,0.05382734006017107,4889
20,0.05409345615949584,4882
21,0.05378345043988039,4882
22,0.05372701170169505,4887
23,0.05365389967862072,4901
24,0.05369588770922973,4881
25,0.05345019762752234,4890
26,0.053368696162348,4875
27,0.05337379451053714,4889
28,0.05384437307446139,4882
29,0.053101048406263,4896
30,0.053420972838322325,4871

Input Neurons,784
Hidden Neurons,[30]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.001
Accuracy,7267 / 10000

Epoch,Cost,Accuracy
1,0.060940706100498045,4661
2,0.0508750176127474,5634
3,0.049874014440744074,5663
4,0.049388473949432056,5665
5,0.04421553831902558,6492
6,0.041844352801941,6569
7,0.04247661834779308,6567
8,0.04168143187555568,6571
9,0.04212807598060898,6587
10,0.036071815608138644,7327
11,0.034937126825660664,7354
12,0.03446855154945074,7393
13,0.0340983090940291,7456
14,0.03600420508845053,7376
15,0.03527235214109503,7370
16,0.03501883819145823,7305
17,0.03494018792152615,7361
18,0.036128300885654385,7274
19,0.03384611530459436,7315
20,0.0339553506963535,7356
21,0.03442342068929683,7299
22,0.03419415785570742,7368
23,0.034368629157168845,7279
24,0.03407614849776218,7375
25,0.035561721806957124,7337
26,0.03475232834568724,7279
27,0.0347633384948202,7258
28,0.034991999572649306,7374
29,0.03394828089724865,7407
30,0.034615117423357204,7267

Input Neurons,784
Hidden Neurons,[30]
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.0005
Accuracy,4819 / 10000

Epoch,Cost,Accuracy
1,0.08193662916928775,2842
2,0.07020669553104879,3832
3,0.0682831512738588,4007
4,0.06509938055562979,4312
5,0.06347151413091831,4448
6,0.06264810950766728,4510
7,0.06184154159159241,4546
8,0.061345977287430416,4569
9,0.0607742236201319,4615
10,0.06021864743957914,4643
11,0.059856937544744616,4665
12,0.059567931047641715,4671
13,0.059209528303446994,4694
14,0.05895977047496728,4700
15,0.058663882705753005,4724
16,0.058489599119979876,4729
17,0.05827163748112584,4738
18,0.05810264136642567,4747
19,0.057957352685464876,4752
20,0.05788715507715411,4761
21,0.05777380807882062,4774
22,0.05763152311773836,4781
23,0.057509354500288976,4794
24,0.057427259604113934,4799
25,0.057337969513266605,4798
26,0.05724811149149795,4807
27,0.05718270357235856,4815
28,0.05711667362450081,4813
29,0.05707534213891142,4814
30,0.057042342742433645,4819

Input Neurons,784
Hidden Neurons,[30]
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.001
Accuracy,9220 / 10000

Epoch,Cost,Accuracy
1,0.07087431254499933,4848
2,0.05315999341341366,6687
3,0.042310182548856066,7750
4,0.03930836346723847,8010
5,0.03329462817107792,8698
6,0.031213544423132615,8842
7,0.02965047204113219,8957
8,0.028778999832689854,9009
9,0.028288737565517225,9030
10,0.02754144894455207,9079
11,0.02696958143310885,9081
12,0.026671976904813037,9109
13,0.026335097631659192,9135
14,0.02608452454607214,9127
15,0.02573863077006246,9161
16,0.02559035590277086,9145
17,0.025335285250942603,9159
18,0.02514013860097026,9164
19,0.02505198602739386,9173
20,0.024869519483441547,9176
21,0.024929427974489528,9172
22,0.024724747472137227,9177
23,0.02461488318391605,9206
24,0.02463327469100107,9200
25,0.024411871664101668,9208
26,0.02428542700495615,9216
27,0.024354192568543275,9208
28,0.02417391167110896,9221
29,0.024133337037198516,9226
30,0.02430369641662528,9220

Input Neurons,784
Hidden Neurons,[100]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.0005
Accuracy,8704 / 10000

Epoch,Cost,Accuracy
1,0.06051729508600232,5518
2,0.04368887644437401,7398
3,0.026139297766226144,8308
4,0.022612959440186743,8459
5,0.02125937795308901,8536
6,0.020651211935941986,8565
7,0.019660040930783607,8599
8,0.01931237345324478,8638
9,0.01883093466547743,8623
10,0.018520093922596632,8649
11,0.018326465997777527,8653
12,0.01797103808683964,8662
13,0.017989815675371012,8659
14,0.017616666867995942,8665
15,0.017394449947171126,8674
16,0.017544507200803895,8673
17,0.01718013655458314,8666
18,0.017060205063431172,8670
19,0.01671539228153757,8672
20,0.016728456835791557,8674
21,0.016527961500591097,8671
22,0.01637208917763403,8672
23,0.016239261976210652,8682
24,0.016346877245801503,8682
25,0.01600946096853255,8683
26,0.015868428198369696,8691
27,0.015863154658011056,8694
28,0.015885184221538402,8672
29,0.01574263539712371,8691
30,0.01567573488646555,8704

Input Neurons,784
Hidden Neurons,[100]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.001
Accuracy,9679 / 10000

Epoch,Cost,Accuracy
1,0.0515087845356417,5686
2,0.02509772823560747,8378
3,0.02121519402972046,8556
4,0.020103507891384015,8583
5,0.019120078831459747,8622
6,0.01863862550339429,8614
7,0.01855853761519919,8650
8,0.01792622796351837,8658
9,0.010477324443577875,9491
10,0.009617753225470975,9581
11,0.00892636233487924,9592
12,0.008251799951858834,9595
13,0.007996152976266937,9613
14,0.007882744910311027,9622
15,0.007383227087712421,9630
16,0.007078376334565616,9636
17,0.006666903615962015,9632
18,0.006377403347991963,9639
19,0.006303384713503046,9656
20,0.00601943966611241,9656
21,0.005705678164658182,9657
22,0.005826430279263988,9651
23,0.005547236103679387,9660
24,0.005276339375364831,9671
25,0.0052803168419359005,9671
26,0.005294933477674879,9679
27,0.005214514471302015,9665
28,0.004971621569537128,9670
29,0.0048748437438255006,9674
30,0.004961847110274967,9679

Input Neurons,784
Hidden Neurons,[100]
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.0005
Accuracy,5078 / 10000

Epoch,Cost,Accuracy
1,0.08689745026320246,2679
2,0.08420432821347892,2884
3,0.08306957483675097,2954
4,0.08240695322166285,2981
5,0.08196695622403545,3008
6,0.08166220074170152,3024
7,0.08148453056777952,3031
8,0.08135762971978776,3040
9,0.08122458939997353,3044
10,0.08116728996150445,3047
11,0.08117165379676473,3043
12,0.08106242750884603,3046
13,0.0809289562188027,3057
14,0.08091991187700051,3053
15,0.0807784936993095,3066
16,0.0807389821756749,3069
17,0.08061723619772578,3084
18,0.07978653642829844,3286
19,0.07754616440751821,3614
20,0.07645535441161126,3743
21,0.07341330783396259,4201
22,0.0712400392070673,4369
23,0.07003904648270758,4488
24,0.0691160500524698,4570
25,0.0688277478880363,4668
26,0.06814452859836899,4695
27,0.06695472611754737,4837
28,0.06231875058322559,4933
29,0.05955309794846922,4973
30,0.05788152307389596,5078

Input Neurons,784
Hidden Neurons,[100]
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.001
Accuracy,9479 / 10000

Epoch,Cost,Accuracy
1,0.0731132024247613,4346
2,0.0668600387067396,5020
3,0.06016676272746572,5751
4,0.055817583908649895,6237
5,0.05366564235548616,6353
6,0.05164499035180015,6429
7,0.05043972011766532,6484
8,0.04125879338712923,7741
9,0.036206399373069534,8199
10,0.02901297294361771,8958
11,0.026215937221935732,9089
12,0.024609690260380294,9169
13,0.023831531981376306,9240
14,0.023148167104645817,9252
15,0.02279159602766036,9304
16,0.02225698188108627,9320
17,0.022004048354940173,9333
18,0.021615831108699107,9351
19,0.021450995437535494,9390
20,0.02118715714192485,9387
21,0.021126251550051184,9395
22,0.020809712480361103,9431
23,0.020606220127625238,9423
24,0.020483924126089768,9444
25,0.020453413662947763,9448
26,0.02016160333520244,9451
27,0.020005434382679866,9464
28,0.01994065892283072,9459
29,0.019785087281735586,9472
30,0.01958818116762389,9479

Input Neurons,784
Hidden Neurons,[200]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.0005
Accuracy,9703 / 10000

Epoch,Cost,Accuracy
1,0.09625217268987439,1835
2,0.0930130429992976,1861
3,0.07796012833007691,4244
4,0.048531075021468334,7165
5,0.02332369068908272,9023
6,0.014163760267001828,9402
7,0.0123347059928963,9495
8,0.011147507535404803,9522
9,0.009953918192909481,9562
10,0.009166257258246777,9585
11,0.008664756145188694,9596
12,0.008254281670866438,9595
13,0.008103615831704054,9611
14,0.007467068711578097,9629
15,0.007904373041796331,9616
16,0.007089792422113905,9640
17,0.007021237022098806,9652
18,0.006551124792093475,9662
19,0.006404758349357229,9658
20,0.00612212671127336,9671
21,0.006152710946261828,9681
22,0.005780747076082976,9684
23,0.005891910446642865,9690
24,0.005555368923464864,9693
25,0.005467606526097939,9689
26,0.005607707698006119,9679
27,0.005303130180250864,9679
28,0.005157336689575173,9691
29,0.005201531945309872,9697
30,0.004982463193612251,9703

Input Neurons,784
Hidden Neurons,[200]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.001
Accuracy,9730 / 10000

Epoch,Cost,Accuracy
1,0.0422837375299835,7487
2,0.01535257959708697,9352
3,0.01275001758855014,9439
4,0.010480368565899541,9562
5,0.009429579447190053,9601
6,0.008666447537129217,9598
7,0.00825987607973998,9637
8,0.007334135807332082,9625
9,0.00712582554995037,9644
10,0.006609208101702319,9675
11,0.006324264246433974,9676
12,0.006073900194394149,9681
13,0.006151412002637871,9674
14,0.005733867363719999,9690
15,0.005439582416970443,9703
16,0.005208640243498135,9713
17,0.005126853705102471,9696
18,0.004941987128770663,9713
19,0.00481407249560188,9715
20,0.005054883094102849,9706
21,0.004321735771205197,9715
22,0.00433549746415291,9709
23,0.004161101490284909,9719
24,0.004135190842714925,9732
25,0.003946334529688898,9722
26,0.003922089577277782,9736
27,0.0038085034633344077,9726
28,0.0038323426314665976,9711
29,0.0035269739232614153,9727
30,0.003626026110490887,9730

Input Neurons,784
Hidden Neurons,[200]
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.0005
Accuracy,2933 / 10000

Epoch,Cost,Accuracy
1,0.0986694431344539,1367
2,0.09257110755261998,2177
3,0.08998429422584282,2358
4,0.08830578911877685,2597
5,0.08699168748347509,2642
6,0.08631955614435292,2672
7,0.0853425119022305,2754
8,0.08497657040750242,2780
9,0.08468203560786296,2781
10,0.08436641914205878,2794
11,0.08409341791578058,2814
12,0.08399163586392265,2831
13,0.0837574856620876,2843
14,0.08368177910641578,2828
15,0.08366363813871436,2829
16,0.08349568116512836,2839
17,0.0834399582799201,2839
18,0.0833159600443853,2857
19,0.0835663917705097,2831
20,0.08319013946673152,2859
21,0.0832600377451068,2868
22,0.08309185245140192,2878
23,0.08327678276756104,2854
24,0.08305308965201964,2881
25,0.08280070136224887,2877
26,0.08292330454118753,2877
27,0.08267188190833001,2890
28,0.08250954006876729,2918
29,0.08263525587734376,2914
30,0.0824771568986519,2933

Input Neurons,784
Hidden Neurons,[200]
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.001
Accuracy,8449 / 10000

Epoch,Cost,Accuracy
1,0.09841301187876782,1400
2,0.08970753351998909,2535
3,0.08641665112182609,2775
4,0.08357279652965992,3136
5,0.08131958735960369,3393
6,0.0741166716834984,3692
7,0.06311020653350831,4976
8,0.058854130730447804,5187
9,0.05623102394878905,5278
10,0.05446905234755396,5414
11,0.04891990855195917,6116
12,0.04040856821095097,7063
13,0.03668039278118362,7270
14,0.03487126090895834,7329
15,0.03370604050721811,7353
16,0.03268483261565698,7405
17,0.03199269487729482,7461
18,0.031477644536742094,7478
19,0.02670484375398354,8174
20,0.024290645906640266,8300
21,0.02332716354057404,8338
22,0.022651526547961914,8357
23,0.022222847793233736,8392
24,0.02167102223354973,8391
25,0.02132785163869478,8407
26,0.021035546454188665,8418
27,0.020757345178736324,8429
28,0.020477761523757146,8438
29,0.0201593380937452,8452
30,0.020097071724261537,8449

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.0005
Accuracy,9540 / 10000

Epoch,Cost,Accuracy
1,0.031532982420003575,8422
2,0.020731298688619476,9045
3,0.016927251209504605,9187
4,0.015013690781873432,9262
5,0.01391670744018803,9328
6,0.013087685920820455,9346
7,0.012188641501436821,9390
8,0.011594801699353605,9406
9,0.01094709183815014,9439
10,0.010556246384399092,9439
11,0.010012626351782692,9466
12,0.009688241591897937,9481
13,0.009529277042471411,9502
14,0.00906412013943063,9509
15,0.008849039929291388,9520
16,0.008616720907041587,9516
17,0.008478278658596551,9538
18,0.008324835436463634,9521
19,0.008095219305246223,9534
20,0.007963365132395393,9542
21,0.007904490763893136,9527
22,0.0076278629716638,9551
23,0.007577293977679817,9533
24,0.007542940372088498,9542
25,0.0073470884952704625,9552
26,0.007170425133361808,9538
27,0.007079289943286895,9542
28,0.006954295608548645,9557
29,0.00691071067634094,9546
30,0.006781787372511441,9540

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.001
Accuracy,9614 / 10000

Epoch,Cost,Accuracy
1,0.02005993978283885,9022
2,0.015820926473754562,9258
3,0.013578087638561474,9370
4,0.011417663377297552,9427
5,0.010253160970242209,9486
6,0.009730443451110746,9496
7,0.009336957955642405,9512
8,0.009024357451691578,9530
9,0.008415785668686062,9564
10,0.008352410662086385,9551
11,0.007869794820422016,9568
12,0.007726526003220527,9576
13,0.007515796434044732,9563
14,0.0073635803108017955,9587
15,0.007379782350338369,9570
16,0.006963863330236843,9598
17,0.006742936764869018,9586
18,0.006546139898014258,9604
19,0.006696440957680518,9603
20,0.0063345644833432335,9613
21,0.006490617102650937,9597
22,0.006157274235018674,9618
23,0.006110211385130429,9599
24,0.005994055847471902,9611
25,0.006042562736894283,9597
26,0.006000760635504227,9613
27,0.005796363903259899,9615
28,0.005859438295984819,9593
29,0.005808734274583462,9584
30,0.005743404974295432,9614

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.0005
Accuracy,9087 / 10000

Epoch,Cost,Accuracy
1,0.08030720418161902,5013
2,0.06391708482286232,5882
3,0.05582770826374714,6296
4,0.053240652841966093,6664
5,0.05173894905798918,6986
6,0.05018895423092281,7434
7,0.048614305593251514,7528
8,0.0459059274273681,7633
9,0.04196103111305374,8063
10,0.038222647450417147,8368
11,0.03518708862567399,8553
12,0.03240653298705381,8646
13,0.030068900726411742,8746
14,0.02886258736338878,8756
15,0.02751448856689382,8832
16,0.026668200034145877,8864
17,0.025554828802624024,8912
18,0.025024790066942096,8935
19,0.02417370711201146,8955
20,0.023436817258768814,8964
21,0.022830402868135865,8992
22,0.022310220842323168,9005
23,0.021837830941953986,9029
24,0.021451264173254443,9030
25,0.02071829868908025,9046
26,0.02007448273368561,9058
27,0.019465003034607818,9062
28,0.018853628404892037,9070
29,0.018446221708606426,9080
30,0.01811362650230071,9087

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.001
Accuracy,8532 / 10000

Epoch,Cost,Accuracy
1,0.06396645886274699,6209
2,0.05180469122437113,7346
3,0.04650778748139715,7580
4,0.04110772336073593,7857
5,0.03561339349760683,7958
6,0.03295143775764865,8124
7,0.03129696453478659,8149
8,0.029239728678767223,8184
9,0.028166035684535237,8208
10,0.027182823005076927,8265
11,0.026444983739378276,8286
12,0.025921684020396314,8320
13,0.025198048340654366,8329
14,0.02468216942356541,8357
15,0.024233110376085998,8377
16,0.023868517162204204,8401
17,0.02343967362663608,8412
18,0.023174820711781167,8425
19,0.022871997132900515,8440
20,0.02252743510648421,8450
21,0.022257842169250107,8463
22,0.021989163131878996,8475
23,0.021683761586344098,8491
24,0.02147926901251195,8501
25,0.021231275003431697,8524
26,0.021028108295379044,8523
27,0.020851376839147843,8535
28,0.0206591425206653,8537
29,0.02051452934927971,8548
30,0.020477803641082374,8532

Input Neurons,784
Hidden Neurons,"[30, 30, 30]"
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.0005
Accuracy,9576 / 10000

Epoch,Cost,Accuracy
1,0.09425899651011715,2082
2,0.07480402994701273,4661
3,0.05299950092371685,6436
4,0.039835782395717244,7711
5,0.03119053576364098,8024
6,0.027647994384624813,8157
7,0.026021792752433295,8220
8,0.024637065300718245,8286
9,0.023689728747499313,8351
10,0.022769568259660585,8396
11,0.01905880555238552,9156
12,0.01621464131943005,9240
13,0.01349614705640793,9301
14,0.01251337758387323,9350
15,0.011692524385956627,9388
16,0.011282762254128848,9404
17,0.010574145869104304,9436
18,0.010252516531405336,9460
19,0.009890025115787668,9470
20,0.009569994579166102,9495
21,0.009130751611604466,9522
22,0.009019777968503673,9523
23,0.00865359310937944,9524
24,0.008429998733138629,9547
25,0.00825190380821472,9543
26,0.007991749623000841,9537
27,0.007864890312135301,9562
28,0.007650985848825792,9560
29,0.007770486532612215,9557
30,0.007378388381602162,9576

Input Neurons,784
Hidden Neurons,"[30, 30, 30]"
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.001
Accuracy,9633 / 10000

Epoch,Cost,Accuracy
1,0.07145537471152168,4714
2,0.03932923672186667,7378
3,0.022383461762798033,8906
4,0.015389695338530419,9197
5,0.013034676232789486,9277
6,0.011277017960971629,9372
7,0.010405081818085464,9425
8,0.00950642420809497,9484
9,0.008935260374450697,9495
10,0.008351467192525297,9526
11,0.008107296455980618,9535
12,0.0077083955872520845,9560
13,0.007132397797747041,9567
14,0.006954318055098099,9577
15,0.006735675826696082,9581
16,0.006300407753643637,9600
17,0.0064059562200536775,9594
18,0.005975249449716198,9612
19,0.005759494410542649,9605
20,0.005772983530633715,9597
21,0.005516486524830748,9609
22,0.005320229862131608,9633
23,0.005186208716662438,9617
24,0.005174581842380115,9631
25,0.0050673754481222145,9624
26,0.005195121207582869,9617
27,0.005075674612711835,9628
28,0.004711420765660401,9630
29,0.004689517720892519,9626
30,0.004747451808810352,9633

Input Neurons,784
Hidden Neurons,"[30, 30, 30]"
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.0005
Accuracy,6459 / 10000

Epoch,Cost,Accuracy
1,0.0957170522431949,1007
2,0.0937330165795128,1586
3,0.09249137045141166,2089
4,0.09167393798531044,1908
5,0.09107262153449508,2017
6,0.09053228405275235,2135
7,0.08989982779123908,2183
8,0.0889353564008702,2593
9,0.08725227619783892,2932
10,0.08475077091260402,2983
11,0.08217092060343457,3097
12,0.07980212416898791,3618
13,0.07842290852860206,4161
14,0.0767469304749216,3919
15,0.07624848727817152,3673
16,0.07321619910165675,3791
17,0.07153376599126675,4049
18,0.06857608399235739,4243
19,0.06835146486915544,4404
20,0.06735485615599966,4586
21,0.06532775318203848,4819
22,0.06358202414991558,5037
23,0.06185040131799115,5159
24,0.060349605208736536,5414
25,0.058569288876511146,5873
26,0.05650933607298147,5967
27,0.05369029949412877,6041
28,0.05138917937781703,6111
29,0.04980259133267831,6274
30,0.04826266785447318,6459

Input Neurons,784
Hidden Neurons,"[30, 30, 30]"
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.001
Accuracy,8048 / 10000

Epoch,Cost,Accuracy
1,0.09718224095262686,1180
